"Exp num","Date","Time","Fuel Category","Fuel Material","Combustion Mode","PM2.5_ugcm2","PM2.5_ug","PM2.5_ugm3","OC_ugcm2","OC_ug","OC_ugm3","EC_ugcm2","EC_ug","EC_ugm3","Formaldehyde_ugm3","Acetaldehyde_ugm3","Acetone_ugm3","Acrolein_ugm3","Propionaldehyde_ugm3","Crotonaldehyde_ugm3","Butanone_ugm3","Methacrolein_ugm3","Butyraldehyde_ugm3","Benzaldehyde_ugm3","Isovaleraldehyde_ugm3","Valeraldehyde_ugm3","o-Tolualdehyde_ugm3","m/p-Tolualdehyde_ugm3","Hexaldehyde_ugm3","2,5-Dimethylbenzaldehyde_ugm3","Sodium_ugm3","Ammonium_ugm3","Potassium_ugm3","Magnesium_ugm3","Calcium_ugm3","Chloride_ugm3","Nitrite_ugm3","Nitrate_ugm3","Sulfate_ugm3","PM2.5 Sample Volume (m3)","OC/EC, UCB Sample Volume (m3)","UCI Sample Volume (m3)","Ion Sample Volume (m3)","Carbonyl Sample Volume (m3)"
71,"7/31/2023","13:00:00","Siding/Electrical","PVC","Pyrolysis",50.5017584215627,543,1972.47963717185,53.83891,578.881390346158,2840.17059953478,0.3107637,3.34136264506685,16.3937554482928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275288013,0.203819232,0.324924744,0.25656434,0.1449494
73,"7/31/2023","15:30:00","Sheating/Insulation","XPS","Flaming",0,0,0,11.65803,125.348314352895,1184.63564977808,17.92611,192.743342692082,1821.56925036592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137309096,0.105811702,0.160179015,0.128485879,0.075334407
74,"8/1/2023","9:30:00","Sheathing/Insulation","PUF type 1","Flaming",64.8865441229768,697.666666666657,0,16.82996,180.957427337779,0,22.32703,240.062478395279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"8/1/2023","","Sheathing/Insulation","XPS","Pyrolysis",136.252442150257,1465,8099.99146985199,213.6469,2297.15301656639,16974.5133580181,0.000681637,0.00732902977180229,0.0541569119974097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180864388,0.135329536,0.209421589,0.167982501,0.108932147
77,"8/1/2023","14:00:00","Roofing","Asphalt shingles","Pyrolysis",21.1431548456152,227.333333333343,993.16849776943,28.68981,308.475730685616,1801.05949798798,0.09969174,1.07189564308096,6.25834591438382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228897044,0.171274592,0.268309507,0.212858687,0.104775397
78,"8/1/2023","15:15:00","Blank","Blank","Flaming",0.279015239898136,3,19.2600702175936,6.001305,64.5266366330847,557.073262622217,-0.000496632,-0.00533983735276946,-0.0461000413347758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155762672,0.115831509,0.179552889,0.144722325,0.085841365
79,"8/2/2023","10:30:00","Siding/Electrical","Hardie","Pyrolysis",1.6430897460659,17.666666666657,85.3528394911621,6.931017,74.5229938249652,478.765242763256,0.1303899,1.40196535552255,9.00678098573076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206983936,0.15565665,0.278027258,0.220632988,0.09051977
80,"8/2/2023","11:30:00","Siding/Electrical","Hardie","Flaming",1.27106942620443,13.6666666666861,72.2610689211186,7.099031,76.3294972983382,545.12129898882,-0.000333217,-0.00358278279123734,-0.0255871095484944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189129041,0.140022959,0.254795523,0.201242792,0.108393298
81,"8/2/2023","13:30:00","Siding/Electrical","LVP","Pyrolysis",20.5231209791758,220.666666666686,1134.71582859,34.0864,366.500410649013,2537.93831382693,0.15296,1.64464134707312,11.3887956628734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19446866,0.144408715,0.263718065,0.207363927,0.083496373
82,"8/2/2023","14:30:00","Siding/Electrical","LVP","Flaming",10.2615604895879,110.333333333343,567.357914294998,13.53885,145.57108068659,1008.04913807723,2.434355,26.1744304815257,181.252429824099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19446866,0.144408715,0.263718065,0.207363927,0.083496373
83,"8/4/2023","9:30:00","Siding/Electrical","OSB composite","Flaming",22.507229351783,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"8/4/2023","11:00:00","Siding/Electrical","OSB composite","Pyrolysis",427.079327204081,4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"8/4/2023","13:00:00","Blank","Blank","Pyrolysis",0.279015239898136,3,11.3819977679447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263574116,0.197356027,0.351105762,0.281328306,0.124009337
