Exp. #,Experiment,ethane,Ethene,PROPANE,Propene,I-BUTANE,N-BUTANE,ETHYNE,1-Butene,t-2-Butene,c-2-Butene,cycopentane,I-PENTANE,N-PENTANE,t-2-pentene,1-pentene,cis-2-pentene,n-Hexane,isoprene,1-hexene,"2,4 dimethylpentane",n-Heptane,Benzene,cyclohexane,"2,3-dmp",2-methylhexane,3-methylhexane,"2,2,4-tmp",methylcyclohexane,"2,3,4 tmp",Toluene,2-methylheptane,3-methylheptane,n-octane,Ethylbenzene,m+p-xylene,Styrene,o-xylene,n-nonane,I-propylbenzene,n-propylbenzene,3-ethyltoluene,4-ethyltoluene,"1,3,5-trimethylbenzene",2-ethyltoluene,"1,2,4-trimethylbenzene",n-decane,"1,2,3-trimethylbenzene","1,3-diethylbenzene","1,4-diethylbenzene",C2HCl3,C2Cl4,acetonitrile,Acetaldehyde,Acetone,Isopropanol,Methylethylketone,a-pinene,b-pinene,limonene,Camphene
3,062123-1200-CXDP
65,072723-1330-SYPB,1458.271660047228,4826.463729730526,439.8427952850613,924.7847103238697,167.32258742323003,187.37995512855127,2293.76754527647,33.38893874605411,224.0290083606211,27.043635520120965,11.504375457183116,45.462792044891096,82.28464282032274,16.510096075957446,82.7846661397299,20.637620094946808,499.69828860098283,127.37740717648617,NA,4.575685958771288,14.341833052682226,2769.2940618970706,10.219779766609554,6.140716175813601,9.951475995738685,26.174890644253857,9.782171208632597,4.5071578306569196,NA,620.4600565556991,6.100914611695051,14.870979366006685,103.71554839881586,95.56410210463787,71.37402340777543,224.21652805938345,31.45596314060866,16.59188582818261,8.075569607202997,5.0660405610403885,30.525062225996965,7.785291099841428,5.316834648220607,10.753783389709021,12.238751454394603,34.5549017393823,9.229222408231996,2.128352962546577,5.15285454090224,NA,484.3705969277294,160778.26012307734,1732.1197954765257,824.7429572935741,567.5219398801137,197.18709307634526,169.76073993706217,82.32201990250032,68.45007732224475,5.79892681633635
66,072823-0930-SYPB
67,072823-1130-SYPP,11035.932246708468,10079.109634351695,3241.629015680014,7020.032490963451,151.07149678162426,834.9703363751955,2888.951604085113,592.327634918205,1656.1432992074078,465.5528329620824,27.53900347507516,108.60251758104778,548.4730496830568,185.60108542728221,709.7114773807702,186.62564812703133,421.58348094852784,413.6731461145702,NA,3.134229334133111,184.17326118673242,2425.973121277728,31.36279388961611,58.871334222669326,131.13420017557615,208.74152188922454,10.555989896560018,7.6919677027326765,NA,1959.38802020688,42.160439752693776,38.06572078390697,142.70853887512536,257.7831618706047,595.0721768008272,308.51552615053936,239.92723742459128,78.67765215299492,21.226299560434754,74.10585285134238,204.64605937723567,85.00682466439021,81.12808729238847,61.42351970858104,209.76265455336903,31.73739803617119,102.99277180200923,18.712194108513568,51.85950938645188,NA,1078.8254204299428,5859.256350056807,21666.43407250275,8528.469844324547,132.81066880357233,3397.1412711256344,391.151912957542,168.71328078544823,508.12967018547965,127.65047012966184
68,072823-1330-DSOB,1160.823931260785,3447.3745231794906,294.91711680188945,564.8096498161449,174.53092212894953,501.83106261071134,1885.327027795394,30.47065269346962,140.65670485396245,28.58330990235008,7.109844189168221,330.5654989705988,92.02953709749475,11.70485266077039,28.128903211294364,11.70485266077039,279.3519781477444,62.77002333725931,NA,32.20167880391599,14.412788318248984,1664.1121216807405,11.658615780819293,8.087891180265489,34.28026267694298,10.421554630118496,53.503788789992775,3.6069679058011985,3.0159971133028627,454.4501352228077,7.127844130851106,3.285885592236326,8.543302539814448,64.75122075422772,59.06551849641817,133.3535659873764,31.8117390788187,6.755151952529867,3.8835084408815463,4.415495898536553,15.207370450093565,9.801625485411869,7.926613119059594,6.53441699027458,13.831673899030164,6.234131757105056,4.468694644302054,2.9701895410339,3.9206501941647476,11860.421814974374,924.7075032256652,2066.9511396309563,1532.122705195534,2207.8325715660326,583.4838435560109,164.3932460971792,54.38862732969059,2.231019081151388,40.64072596475771,3.3163797152250365
69,073123-0930-DSOP,11711.211706779563,8958.683204124478,3136.5928499573556,6000.633331809135,151.20245051163326,746.5099225243887,2484.3252961747285,549.2370704994265,1399.9737654995956,434.8146562007329,25.161058366153277,85.3774115451981,395.0343640220518,180.987730791635,529.5973062463595,182.38062801567406,961.3239303614137,362.839348942439,NA,2.0266790855611467,126.82447410223122,2060.520702409756,20.835162038739792,8.411019847036862,NA,NA,3.9728907428871345,3.277086394153444,NA,2694.9370513144213,17.950586186398727,15.827398572953717,98.1491728578898,321.0157746964694,660.0177622828764,339.19610728294606,242.47747352369896,38.200926148664905,19.95678403648531,56.51883112622939,146.06852128342715,72.07029912703257,106.63930401175357,47.17741060085845,169.25180965294027,54.939359479281194,68.19837394656429,10.26335495042714,37.31098098000585,22822.952969898426,224.17151593349465,14884.219956828767,23473.684405672397,7526.7264854462355,332.28299323852826,3013.1174760982667,429.4903587894163,80.46469064427819,672.7838118318797,145.27387638494864
70,073123-1100-CPLP,513.3907724598755,1196.3744888140486,177.17916309640015,542.0875392894987,106.98101280922154,88.71296747296704,453.49668188875876,22.780182337071594,67.72422574090899,18.91632206553916,7.349755565142536,45.96541828281283,339.9246317572471,39.74202505183928,52.39664451279034,30.3770139285125,172.64801082312619,53.0675570629646,NA,4.246375226890022,31.621455992779286,605.2998181400684,7.9287391376091705,0.9345577607818735,32.93372525084643,NA,3.8001563627616073,8.25493914476627,NA,1259.300735889081,6.5625798961027595,14.57278771046348,58.339405105795855,550.4857625890413,45.97473369622482,8915.062819708668,25.387023680061713,6.068799615107047,34.6831641142989,284.57459984850806,9.185986198724843,4.479585862341127,49.46032481307045,12.531499690853027,16.50370181134281,50.49131505754507,5.2304039586717215,5.103325665958245,13.49546120553403,50069.614108036425,224.17151593349465,105845.08770678552,19751.25986586401,1106.4926629781091,428.1060249862326,165.7554287103104,NA,NA,3.9714332292240324,0.8633550498313111
71,073123-1300-PVCP,1712.115605560272,2703.070683075645,893.7766552285601,1059.1444402252898,60.69705385916814,548.728867170182,202.04546150374657,174.79819412441822,482.53214532094626,131.98757050240854,94.39101401201201,55.841277383364115,347.9106659681868,86.32999177927503,292.53805315936285,88.46379178205835,824.1739816539662,94.79638447147798,NA,7.961953550418789,152.09624013662108,56977.97437658674,47.465770173579564,2.356710875015159,8.381590745074027,18.0754507482152,3.8001563627616073,39.61541147362708,7.13968771185514,3222.892783157753,4.487646546599682,8.541004717721975,235.09477392509297,732.5008546273635,299.57585010447383,564.476178535856,846.7424611876412,62.47612460909309,32.75350051789574,230.74714163305146,123.6705919717215,113.01031169171983,9.242073014351973,502.1105419117808,81.85836098426036,276.7404934820685,24.27313681791343,24.325852341067637,104.33465805959082,104140.28910709209,23313.83765708344,190355.6256163059,1171.090027624419,603.9273514553764,509.735873176182,143.33381585774865,NA,5.640586325564567,51.39840396662406,1.7267100996626221
72,073123-1430-PVCB,1469.0702424666547,2990.7466185185995,574.2020827161991,1008.9053890977483,108.69978051558955,499.74398753869315,3073.6190583641646,93.8941750646624,323.54496224629565,76.1156768827647,51.151927844500065,126.83163493022822,215.2266700894836,23.116166696819263,172.09689744670447,30.43628615081203,296.1448587168512,84.83902289675684,NA,1.2546108624902335,63.11591818639078,22238.25927291813,15.82192339119319,0.6501271379352164,1.396931790845671,3.6404889094765966,4.375937629846699,19.745482577430877,2.4182813217573864,2089.557154416428,1.6888992379676224,1.6406449740256899,51.535553889983454,359.4551374063861,222.5625644884562,629.7281991741502,525.99580688354,23.19148424344479,17.823997956250235,103.18622178661104,77.40043926703339,59.652206673200844,7.921776869444549,239.79960268152692,67.89369022081642,111.50165408541203,19.601319689779462,16.954381934683507,56.98713660320041,NA,98215.14541836233,3699.424805217526,550.3075403531234,532.4267500601395,700.315543631473,81.0955617031513,NA,3.2231921860368953,NA,1.0360260597975732
73,073123-1530-XPSB,326.4191200444535,584.9623991296171,119.72169317113224,51.55458183647218,111.00784000699804,281.951565317487,1553.096597991638,13.179793318846833,13.227202647331891,8.391451141855717,6.312491674900646,131.43427296783085,83.82287816825945,6.638488897548098,5.097411117760146,3.437788893373122,326.76421280842635,28.951172671009967,NA,0.7720682230709129,14.011649174845973,4217.035362785465,1.279975824905516,3.6569651508855916,3.386501311141021,6.307358692000151,4.375937629846699,3.1111579691330165,0.5182031403765827,878.0188370904798,4.342883754773885,2.605730252864331,18.240111770050323,132.5866466400396,39.33643068447724,7913.842503036799,29.244415970671795,9.157385133509743,14.269354489191787,7.515531901780726,8.0519138285119,4.082660532766596,2.3359085640669823,7.031248695320251,9.242073014351973,23.983374652333914,2.0312248383191154,1.8145157923407096,3.3455134921281835,39661.22049435682,700.5359872921707,12974.277745443811,354.8498251480625,545.504931440943,2128.2666049698114,48.34660271333626,NA,3.10807817939272,35.80045606633837,1.4964820863742725
74,080123-0930-PUFB,599.9954795124689,3870.5639917942954,211.05121381605326,2909.362663601778,851.6353027913648,47.34363835208795,5548.561469275385,7.303450950649951,132.47132124306168,5.895876767433779,4.748089178004079,33.29630993905862,153.47037627295325,3.054714715918709,15.50599752536997,1.8593915662113882,1224.334230414562,29.598688958383452,NA,0.8650023610331523,14.844556036671747,5686.369410922228,1.1950391575120944,4.051631451634458,4.126122604442306,3.035308582578248,10.450429997594417,2.1843401691925264,1.1611588886216018,518.8488086805833,3.0815709111806053,9.89346450431668,258.14914212083147,47.488535903295634,34.07114004490418,428.33565399504624,17.286832117178516,11.413116207378893,3.4135861866196238,6.37202754835663,6.352905407211397,6.162318244995054,4.3807689394951845,5.209382433913345,9.50114821942462,108.96261771754914,9.216682703872985,2.858807433245128,6.289376353139283,85947.30661245198,714.2223848216751,380919.87573253276,2689.9943786250765,1393.8754978216125,412.58878375609186,125.05645542102121,NA,14.509161254109532,26.052005096267784,3.933594828891918
75,080123-1115-PUFP,319.36850186878,29.73966268409377,108.77142470531633,33.22208857883623,28.857336799151806,53.423210737800574,46.78669179162323,0.8764141140779943,1.0092041313625388,2.6558003456908916,6.507870481739859,30.291104529174348,30.42770477507818,0.8964923622804906,0.7636786789796772,0.29883078742683017,894.0107722137583,1.0640051586346992,NA,1.0271903037268686,0.6639737524389917,204.89356250946642,1.7925587362681417,0.3641915911581536,2.1816280437281157,0.758827145644562,5.870303270253654,1.3942596824633147,0.45156179001951186,98.17001499033312,7.730958601733798,1.1353155988560126,17.678485753615053,57.03649550290006,29.59867475877369,2938.1094848381576,10.45250314061957,16.573301726672547,11.663086137617048,11.890658550058356,5.018795271697003,3.8117432443268378,5.518631001701725,11.879933111485311,12.687161993602937,38.65546512353104,4.153196527053876,7.36937027236522,7.05172500200465,8258.214724828267,1663.902698705441,96531.53718989163,494.03507108714433,650.4514072648544,1102.5029986234729,67.34071685198549,NA,9.350348363759478,69.51500369746701,6.964397401972576
76,080123-1300-XPSP
77,080123-1400-ASHP
78,080123-1515-BLKB,382.26298958027064,18.281926569641566,132.02442165824712,15.376170493322286,206.62293298229667,91.46867955879863,5.4600907438590855,1.5934802074145349,6.825406888425591,2.0449662661819867,5.677784961109775,65.39736772645873,192.74294697030442,1.5937641996097613,4.316444707276438,1.3281368330081345,635.3158633585473,54.651174057145916,NA,1.3515661891143007,11.334980488065643,8.762138995803596,14.659146998815027,4.734490685055996,2.276481436933686,2.7033217063587522,4.2575825916125405,1.7660622644535322,1.0321412343303127,29.568756181006602,2.3246938452765966,9.190650085977245,341.4596820178368,3.06539755566247,9.095687829096835,295.77787132814797,4.824232218747494,12.020196856707562,0.96718275287556,0.6827172373239249,2.7317493251008997,1.1435229732980512,0.8533965466549059,1.5882263518028492,7.680568919894155,182.09821897914273,1.7067930933098119,0.8258777029374814,1.842342568091305,85069.71345744349,1208.6840358520656,236673.20074656533,356.5100519315924,1809.0636810734236,454.1207490266306,42.288468413385715,NA,3.998079990021294,110.07617004784433,8.189615463430714
79,080223-1030-HRDP,2311.9354942929476,910.8267040520554,380.10228573339475,815.7090778858069,150.5224306939184,114.0442562170244,96.42621177094985,80.9802354017374,223.287307270356,62.38153457725959,9.037286235006922,70.52248031576758,168.1359134357629,14.72981172823192,62.52129694253898,23.156035904644064,456.3046700632463,75.23423023027773,NA,0.7331185929832548,16.35391597294962,158.06765453700115,10.417740458311712,15.741895727235168,34.637226526977564,50.439886905333374,4.623807592358666,2.7910202791552634,0.6248388638322523,130.7413315483851,6.126776812788629,20.108395693254987,451.5486876639003,42.44459019364387,36.70094152065078,1208.9542478460341,35.289366846779586,13.171744456106774,1.873645512297049,4.13304157124349,11.630090149955072,4.184371059243094,4.13304157124349,5.47660329812699,14.162555784127697,138.94006651485256,4.9045426645422765,4.7381848759076215,5.045859218499025,23318.151537576145,1345.5945506579747,202733.76560121725,4263.507091609484,2118.9111930710637,1418.0741167041167,663.1124242322907,NA,2.9356652725803682,41.59900152209629,1.3116802281742073
80,080223-1130-HRDB,1517.8357915925483,363.61310032998523,227.05046110563953,154.8384905896478,206.02574510982066,67.44065712273103,107.08717588032935,12.193339129740638,40.104252538535135,8.308963162249421,7.011133093350564,44.52310436445738,55.80273184460595,3.505566546675282,10.323732674153813,3.119632614931214,866.7378601764165,44.28482294169109,NA,1.0996778894748822,7.717578324313304,112.80315174253595,2.1221323155820153,1.6315130025425801,3.077843736482091,1.0106352567553136,4.748775365125117,1.260460771231409,0.31241943191612614,52.46550364558781,1.0473122756903641,3.403764895993683,71.63615965722089,10.757172514673503,19.713370445442397,254.35835847686815,9.150897885785604,4.292577434356226,1.873645512297049,2.590039384645921,10.030183568479769,2.2767901351763893,3.637076582694273,4.7381848759076215,13.887019679378131,22.89575743977148,4.29836323409323,1.0460927648107734,3.569022374060286,57423.92943557302,904.6652628717459,27445.410953861385,839.2150079664641,994.2181829557578,1123.5535743373055,146.02490666238046,5.184259949450438,1.5615240811597706,27.67020671815113,1.9362898606381154
81,080223-1330-LVPP,1780.03124045993,1839.284303260695,891.3600782514986,1239.6146539792944,137.14621185724874,759.5667214304899,165.11959081391697,159.02789556973974,581.0357614418815,130.83401437523395,82.87931184203855,125.63057234488049,404.18113835758146,43.77134009197302,298.4877350430578,52.64782052208658,383.96127661915557,82.72954581984465,NA,0.41892491027614553,178.46899874974514,6019.319419079169,71.41939847531474,4.7622541695837475,8.774151547284768,6.569129168909537,4.248904274059315,26.964857213129072,3.998968728526414,1423.2851967236634,3.1943024408556098,7.697745226324176,223.07751472204748,279.73516037026525,149.3835404865746,195.81821440090786,217.47984975367066,86.02795597894739,13.831912458428215,97.92553162799577,77.28779485896068,31.87506189246945,11.84805250423134,130.94620020690152,43.810240655181005,93.60516218254152,15.870879633575003,10.645532253662576,31.998131629506016,27990.343453313923,6545.519254895572,35332.50915307369,1359.95039433189,1216.2650367687113,640.9796404789156,143.54542556668687,NA,2.748282382841196,11.617739163828691,1.3116802281742073
82,080223-1430-LVPB,1060.8031652267339,1729.4609300752636,334.73262992564275,510.3535297855149,178.04759814069087,310.7972440456477,1140.6157143766363,40.82453417489112,193.91010624469396,34.67641592170966,28.012371212423588,82.79445038947759,142.16961557090477,8.040290244668078,98.92773117039606,18.556989884693923,788.5864498911017,101.93629201810982,NA,1.2044091170439186,41.29823162831941,1994.2881017593102,21.80008651461525,2.8220765449385175,1.561890851349121,3.950665094588952,3.311645978310937,10.443817818774534,0.49987109106580174,483.9752618900962,1.3091403446129548,8.849788729583576,367.7637056086712,78.46408187173616,79.82698155685314,143.6764221244408,84.79183040977938,19.93402397598302,3.4717549198445328,24.688034985561117,37.41320005911472,22.70636648324561,5.565829315941234,39.99766453688252,26.837216602607732,177.7519630295649,8.486512026286634,6.276556588864641,22.64483161472733,NA,20092.691510672474,431731.6173257382,504.7205265093941,2053.327621786581,968.8124979099495,59.34224755693297,NA,5.246720912696829,49.84384867061987,1.1867583016814256
83,080423-OSBSB
84,084023-1100-OSBSP
85,080423-1300-BLKP,348.3056555838366,20.37482286415401,153.8850972684576,36.10792549632177,43.773786100784385,117.43933366458218,8.079773896400347,4.083206051139079,3.557148829826682,4.28360880211523,7.203257408716608,81.04391183178161,78.69247877783883,3.8521767881397513,1.941747649306216,2.0043846702515777,242.2777915506333,29.621498120180302,NA,1.1728525462916763,11.00465043967507,23.259795651676082,10.971398798049902,6.398003367813327,4.652372543602468,8.141651951304318,5.537054612990347,5.260438277940192,0.12169350797780983,62.279842597271085,4.334455062382282,2.3457050925833527,7.088108866719262,9.527331969120326,38.29892652263295,10.043531560906894,9.337733322968678,4.695463956728956,2.14653454529793,4.024752272433617,13.24289486980975,5.393034109877273,4.776039363287894,7.550247753828182,15.777028907939782,7.3049142132017035,5.741979908671961,3.6552786744723735,9.947151802662527,38804.11396360955,1140.0687849084986,1642.9057750225063,167.08360601836435,5.626777792601105,2.119702863481706,33.19155383721675,2.980397141455514,4.501007927912408,7.542229500826197,0.4257710202079305
